EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Fg2Pct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,DefCorner3ReboundPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,ShortMidRangeFGA,ShortMidRangeFrequency,Travels,DefShortMidRangeReboundPct,FTDefRebounds,BlockedShortMidRange,DefFTReboundPct,ShortMidRangeFGM,BadPassOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LostBallTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceFtPoints,SecondChanceTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,OffThreePtRebounds,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,Blocked3s,BlockedArc3,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Fg3aBlocked,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
137-1717-1916-436-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Michael Finley","Maxwell, Nowitzki, Booth, Howard, Finley",137-1717-1916-436-714,DAL,116.0,1,2.0,2.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,5.0,1.0,1.0,4.0,7.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,7.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.1666666666666667,1.1666666666666667,1.0,99.3103448275862,18.5,10.5,18.5,10.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.531,0.531,1.0,22.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-436-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Juwan Howard, Steve Nash","Maxwell, Nowitzki, Booth, Howard, Nash",137-1717-1916-436-959,DAL,59.0,1,1.0,,1.0,2.0,,,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,1.0,,,73.22033898305085,25.0,17.0,25.0,16.0,,,,,,,,0.3326,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-458-714,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Michael Finley","Maxwell, Nowitzki, Booth, Eisley, Finley",137-1717-1916-458-714,DAL,57.0,1,1.0,3.0,2.0,2.0,2.0,,4.0,,,,,,,1.0,3.0,,,,1.0,3.0,,,1.0,,2.0,,,,,2.0,,3.0,,3.0,3.0,2.0,,,,,,1.0,1.0,0.75,0.75,,101.05263157894737,8.5,20.0,8.5,12.5,,,,,,,,0.3939,0.3939,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,19.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Booth, Eisley, Bradley",137-1717-1916-458-762,DAL,110.0,1,2.0,2.0,4.0,4.0,4.0,4.0,8.0,,,,,,1.0,,4.0,2.0,,1.0,,4.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,4.0,4.0,,,,,,0.5,0.5,0.5,0.5,0.25,104.72727272727273,11.75,15.75,11.75,15.75,,,,,,,0.75,0.5729,0.5729,1.0,24.4,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,2.0,0.6666666666666666,,1.0,,0.25,1.0,1.0,5.933333333333334,2.0,3.0,2.0,1.0,1.0,,,0.5,1.0,0.6666666666666666,,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.25,1.0,1.0,0.5,0.5,0.25,0.6973,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-1916-714-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Calvin Booth, Michael Finley, Steve Nash","Maxwell, Nowitzki, Booth, Finley, Nash",137-1717-1916-714-959,DAL,193.0,1,3.0,8.0,7.0,6.0,6.0,,13.0,,,,,,1.0,4.0,10.0,2.0,,1.0,2.0,8.0,,,,,,,1.0,1.0,,2.0,,4.0,1.0,6.0,8.0,6.0,,,,,,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.5,0.14285714285714285,96.99481865284974,11.857142857142858,18.333333333333332,11.571428571428571,18.0,,,,,,,1.0,0.6759642857142857,0.6759642857142857,0.8,24.1,0.8571428571428571,,,3.0,6.0,6.0,1.0,4.0,7.0,0.5,0.5,0.6666666666666666,0.5,,,,0.8333333333333334,3.0,6.0,,,,,1.0,,,0.5,,,0.125,0.14285714285714285,2.0,3.0,6.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0,,0.8571428571428571,0.5,0.6,0.14285714285714285,1.0,0.6666666666666666,0.8571428571428571,0.5,0.14285714285714285,0.6589666666666667,0.4,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-2059-458-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Eduardo Najera, Howard Eisley, Shawn Bradley","Maxwell, Nowitzki, Najera, Eisley, Bradley",137-1717-2059-458-762,DAL,19.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,,,,2.0,,,1.0,,2.0,,,,,,,,,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,151.57894736842107,15.0,4.0,15.0,4.0,,,,,,,,0.3298,0.3298,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,17.6,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-436-714-762,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Michael Finley, Shawn Bradley","Maxwell, Nowitzki, Howard, Finley, Bradley",137-1717-436-714-762,DAL,173.0,1,3.0,1.0,5.0,5.0,4.0,3.0,10.0,,,,,1.0,1.0,2.0,9.0,8.0,1.0,1.0,2.0,7.0,3.0,1.0,3.0,,7.0,,,,1.0,6.0,,2.0,1.0,9.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.5,0.6428571428571429,0.5833333333333334,0.16666666666666666,83.23699421965318,18.0,16.6,17.6,15.4,,,,,,,0.8333333333333334,0.5487833333333333,0.49518000000000006,0.7777777777777778,24.3,0.8,,1.0,2.0,5.0,,,,2.0,0.4,,,,0.16666666666666666,,,3.8600000000000003,1.0,4.0,4.0,2.0,,,,1.0,1.0,0.25,,,,,1.0,2.0,4.0,,2.0,1.0,3.0,1.0,1.0,,2.0,,,1.0,2.0,,2.0,1.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.5,,0.6666666666666666,0.5,0.5,0.16666666666666666,1.0,,0.6,0.3333333333333333,0.2,0.6111,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-436-714-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Michael Finley, Steve Nash","Maxwell, Nowitzki, Howard, Finley, Nash",137-1717-436-714-959,DAL,47.0,1,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,3.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,91.91489361702128,2.0,22.5,2.0,22.5,,,,,,,1.0,0.1653,0.1653,1.0,28.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-436-762-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Juwan Howard, Shawn Bradley, Steve Nash","Maxwell, Nowitzki, Howard, Bradley, Nash",137-1717-436-762-959,DAL,66.0,1,1.0,1.0,2.0,1.0,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,65.45454545454545,24.5,17.0,24.5,17.0,,,,,,,,0.35375,,,,,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,11.15,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
137-1717-714-762-959,1610612742,"Vernon Maxwell, Dirk Nowitzki, Michael Finley, Shawn Bradley, Steve Nash","Maxwell, Nowitzki, Finley, Bradley, Nash",137-1717-714-762-959,DAL,253.0,1,4.0,-3.0,7.0,8.0,,,15.0,1.0,1.0,,,1.0,1.0,2.0,7.0,10.0,,,,,3.0,1.0,2.0,1.0,5.0,1.0,1.0,,,1.0,,4.0,,7.0,,,,1.0,1.0,,1.0,0.5,,0.5,,0.2,85.37549407114625,18.857142857142858,15.125,18.571428571428573,15.125,0.2,1.0,1.0,1.0,,,0.8,0.6251,,,22.6,,,,1.0,4.0,,,2.0,3.0,0.25,,1.0,,,,,3.55,,,2.0,1.0,,,2.0,1.0,1.0,,,,0.2857142857142857,0.3333333333333333,1.0,1.0,3.0,,1.0,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6,0.3333333333333333,0.3333333333333333,,1.0,,,,,0.6531,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,1.0,,,,,,,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612742,2001,2000-01,True
