PLAYER_ID,date,team_poss,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
200768,20230609,91,11529.0,2.2,1.2,1.0,3.71,4.3,3.18
201145,20230609,91,4888.0,0.9,0.5,0.4,3.19,3.66,2.75
201567,20230609,91,6350.0,1.2,0.6,0.6,3.79,3.87,3.72
202710,20230609,91,16578.0,3.1,1.6,1.5,3.81,4.19,3.47
203469,20230609,91,1824.0,0.3,0.2,0.2,3.93,5.74,4.84
203484,20230609,91,13231.0,2.5,1.3,1.2,3.9,3.81,4.0
203932,20230609,91,15313.0,2.9,1.6,1.3,3.92,4.05,3.77
203999,20230609,91,12649.0,2.4,1.4,1.0,3.62,3.95,3.25
1627750,20230609,91,16293.0,3.1,1.8,1.3,4.08,4.5,3.6
1628389,20230609,91,15980.0,3.0,1.5,1.5,3.84,4.02,3.66
1628971,20230609,91,11112.0,2.1,1.2,0.9,3.91,4.28,3.5
1628997,20230609,91,14025.0,2.7,1.3,1.3,4.53,4.49,4.24
1629008,20230609,91,8667.0,1.6,0.9,0.8,4.03,4.24,4.32
1629130,20230609,91,9894.0,1.9,1.0,0.9,4.18,4.65,3.75
1629216,20230609,91,7261.0,1.4,0.7,0.7,4.34,4.59,4.11
1629312,20230609,91,53.0,0.0,0.0,0.0,0.0,0.0,0.0
1629622,20230609,91,7843.0,1.5,0.8,0.7,4.5,5.1,3.97
1631128,20230609,91,6252.0,1.2,0.6,0.6,4.48,4.55,4.41
